,Product URL,Product Name,Product Price,Rating,Number of reviews,Product Dimensions,Date First Available,Manufacturer,ASIN,Country of Origin,Department,Packer,Importer,Item Weight,Item Dimensions LxWxH,Net Quantity,Generic Name,Color,Shipping Weight,Item Model Number,Item Part Number,Primary material,Capacity,What is in the box?,Item Shape,Footboard upholstery,Imported By,Item model number,Included Components,Is Discontinued By Manufacturer,Brand,Model,Special Features,Mounting Hardware,Batteries Required,Material,Series,Colour,Item Height,Item Width,Standing screen display size,Item part number,Age Range,Batteries Included,Handle Type,Material Type,Outer Material,Season,Size,Sport,Style,Model Number,Target gender,Additional product features,Number of items,Batteries required,Manufacturer recommended age,Are Batteries Included,Best,,Batteries,Compatible Devices,Package Dimensions,Model Name,Battery cell composition,Is Assembly Required,Number of Pieces,Weight,Other display features,Form factor,Whats in the box,Lithium Battery Energy Content,Number of Lithium Ion Cells,Number of Lithium Metal Cells
142,https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1692690991&sprefix=ba%2Caps%2C283&sr=8-147,"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)","1,399",4.2,377,46 x 25 x 23 cm; 646 Grams,8 June 2022,"NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email: sales@nisun.in, Phone: 63527-67213",B0B3JBYZ8C,China,womens,,,646 g,46 x 25 x 23 Centimeters,1.00 count,,,,,,,,,,,,Women Travel Bag GreenPink 886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,https://www.amazon.in/Waterproof-Capacity-Backpack-Teenage-Rucksack/dp/B0CDHD9BZD/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1692690991&sprefix=ba%2Caps%2C283&sr=8-148,"TEESTA Waterproof Travel Casual Large Capacity 17.5 Inch Backpack Teenage Girls Laptop Rucksack Fashion School Bag with Small Case for Men/Women/Student/Gym(Black,1-Pcs)","1,299",4.3,14,14 x 31 x 44 cm; 530 Grams,2 August 2023,"KRESHU IMPEX, KRESHU IMPEX",B0CDHD9BZD,India,Unisex-adult,KRESHU IMPEX,KRESHU IMPEX,530 g,14 x 31 x 44 Centimeters,1.00 count,Casual Bagpacks,,,,,,,,,,,TEESTA-BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,https://www.amazon.in/ZOUK-Printed-Handmade-Leather-handles/dp/B07NHYLTY7/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-147,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,"1,599",4.3,"1,002",20 x 6.3 x 34 cm; 420 Grams,4 February 2019,"Seaturtle Pvt. Ltd. Thakur Compound, 2nd Floor, 3, USV Lane, Deonar, Mumbai, Maharashtra 400088, Sea Turtle Pvt Ltd, Near Kalher Village, Building No 1-6/H No 196/Gala No 1-5, 1st Floor, Shree Arihant Complex, Bhiwandi Road, Kopar, Bhiwandi, Thane, Maharashtra - 421302",B07NHYLTY7,India,Women,"Sea Turtle Pvt Ltd, Near Kalher Village, Building No 1-6/H No 196/Gala No 1-5, 1st Floor, Shree Arihant Complex, Bhiwandi Road, Kopar, Bhiwandi, Thane, Maharashtra - 421302",,420 g,20 x 6.3 x 34 Centimeters,1.00 Unit,Office Bag,,,,,,,,,,,S-ZK-30,Handbag,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,https://www.amazon.in/WildHorn-Leather-Laptop-Messenger-Dimension/dp/B079HQKSZN/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-148,WildHorn Leather Laptop Bag for Men I Fits Upto 15.6 Inch Laptop/MacBook I Padded Laptop Compartment I Carry Handles with Adjustable Strap I DIMENSION : L-16 inch W-4 inch H-12 inch,"2,629",4.2,973,40.64 x 12.7 x 30.48 cm; 500 Grams,10 October 2017,"ADL International, ADL International, 61/H G.J.Khan Road, Topsia, Kolkata-700039",B079HQKSZN,India,Men's,"ADL International, 61/H G.J.Khan Road, Topsia, Kolkata-700039",,500 g,40.6 x 12.7 x 30.5 Centimeters,1 count,LEATHER BAG,,,,,,,,,,,WHBG-502/1,WILDHORN Genuine Leather 25 Ltrs Brown Laptop Bag for Men with Padded Laptop Compartment | Everyday Crossbody Shoulder Office Messenger Bag(WHBG502/1),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-149,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,589,3.6,382,45 x 31 x 22 cm; 420 Grams,18 January 2022,Half_Moon,B09QM9N1B3,India,unisex-adult,,,420 g,45 x 31 x 22 Centimeters,1 Count,school bags for boys,,,,,,,,,,,Laptop backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,https://www.amazon.in/Wildcraft-Music-Backpack-Blue-11954/dp/B07N2PDVX4/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-150,Wildcraft 31 Ltrs 18.50 inchs Backpack (11954 Blue_Blue),"1,198",4.3,369,20.32 x 33.02 x 46.99 cm; 440 Grams,24 January 2019,,B07N2PDVX4,India,,,,440 g,20.3 x 33 x 47 Centimeters,,,,,,,,,,,,,11954 Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,https://www.amazon.in/Hyper-Adam-Rucksack-Backpack-Trekking/dp/B07PJCH3VZ/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-151,Hyper Adam 65 LTR Rucksack Travel Backpack for Outdoor Sport Hiking Trekking Bag Camping Rucksack,"1,091",4.2,"4,222",20 x 3 x 15 cm; 900 Grams,11 January 2019,Hyper Adam,B07PJCH3VZ,India,Men & Women,,,900 g,20 x 3 x 15 Centimeters,1.00 count,,,,,,,,,,,,,,No,,,,,,,,,,,,313453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,https://www.amazon.in/NORTH-ZONE-Northzone-Business-Messenger/dp/B0C555LQF4/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-152,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,249,3.8,67,8 x 12 x 10 cm; 150 Grams,13 May 2023,"SHABA BAGS, SHABA BAGS PLOT NO 262 INDER ENCLAVE PHASE 1 CONTACT NO 9354115195",B0C555LQF4,India,Unisex,SHABA BAGS PLOT NO 262 INDER ENCLAVE PHASE 1 CONTACT NO 9354115195,,150 g,8 x 12 x 10 Centimeters,1.00 count,1329,,,,,,,,,,,1329,Sling Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B08RS6FXYT/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-153,Arctic Fox Joker Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack,"1,815",4.5,267,47 x 29 x 17 cm; 900 Grams,31 December 2020,"Outshiny India Pvt. Ltd, Outshiny India Pvt. Ltd., No.17, Ganesh Nagar, 8th B Cross,Narayanappa Layout, Kodigehalli,Bengaluru - 560097.",B08RS6FXYT,India,Unisex,"Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097..",,900 g,47 x 29 x 17 Centimeters,1 Count,Luggage- Carry-On Luggage,,,,,,,,,,,FUNBPKBLKWZ158023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,https://www.amazon.in/Wooum-Mobile-Pouch-Travel-Messenger/dp/B0B2521VCF/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-154,Wooum Slim Cross Body Travel Mobile Pouch Sling Messenger Bag for Women Girls lady's Mobile Bag,243,4.0,131,21 x 15 x 2 cm; 90 Grams,24 May 2022,Wooum,B0B2521VCF,India,womens,,,90 g,21 x 15 x 2 Centimeters,1.00 count,,,,,,,,,,,,1730,Messenger Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,https://www.amazon.in/Zebronics-Compartment-Backpacks-15-6-inch-Black/dp/B0C6KZS555/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-157,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",528,3.0,6,42 x 24 x 17 cm; 200 Grams,29 May 2023,Zebronics India Private Limited,B0C6KZS555,India,,Zebronics India Private Limited,,200 g,42 x 24 x 17 Centimeters,1 Count,"Zebronics Camp1, 14L Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",,,,,,,,,,,Zeb Camp 1 - Black,,,ZEBRONICS,Zeb Camp 1 - Black,"Lightweight, Water Resistant",Bag - 1 unit,No,Fabric,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Zeb- Camp 1 (Black),,,,,,,,,,
153,https://www.amazon.in/Zebronics-Techshield-Compartment-15-6-inch-Polyester/dp/B0C6QTMYFG/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-158,"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",634,5.0,4,34 x 12 x 41 cm; 500 Grams,31 May 2023,Zebronics India Private Limited,B0C6QTMYFG,India,,Zebronics India Private Limited,,500 g,34 x 12 x 41 Centimeters,1 Count,"Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",,,,,,,,,,,,Bag - 1 unit,,ZEBRONICS,,,,,,,Black,41 Centimeters,12 Centimeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,https://www.amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V47HHRG/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-159,"AirCase Office Sling Messenger Bag fits Upto 15.6"" Laptop/MacBook, Detachable Shoulder Strap, Waterproof, Shockproof, Spacious Pockets for Office/Travel","1,499",3.5,750,46 x 36 x 6 cm; 650 Grams,7 July 2019,"AirCase, ‎GIZGA ESSENTIALS, M S INNOVATIVE SOLUTIONS LIMITED UNIT-24/7, 7TH FLOOR, GOLDFIELD IND CENTRE, 1 SUI WO ROAD, FOTAN SHATIN, N.T. HONG KONG",B07V47HHRG,Hong Kong,unisex-adult,"M S INNOVATIVE SOLUTIONS LIMITED UNIT-24/7, 7TH FLOOR, GOLDFIELD IND CENTRE, 1 SUI WO ROAD, FOTAN SHATIN, N.T. HONG KONG","R.C.C Godown No.H-3, Dharam Complex, Anjur Mankoli Road,Rahanal Village, Bhiwandi, Thane-421302.",650 g,46 x 36 x 6 Centimeters,1 Count,Laptop Bag,,,,,,,,,,,CS,1 Laptop Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,https://www.amazon.in/Skybags-FUSE-BACKPACK-DEEP-WATER/dp/B0B3XYWY79/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-160,Skybags FUSE BACKPACK MAGNET,804,3.8,606,29 x 16 x 48 cm; 370 Grams,13 June 2022,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B0B3XYWY79,Bangladesh,Unisex-adult,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India","VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",370 g,29 x 16 x 48 Centimeters,1 Count,Backpack,,,,,,,,,,,BPFUS27EDWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QC43BB/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-161,Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),"1,439",4.5,"4,221",11.42 x 18.5 x 6.69 cm; 850 Grams,5 June 2020,"Arctic Fox, Outshiny India Pvt. Ltd., No.17, Ganesh Nagar, 8th B Cross,Narayanappa Layout, Kodigehalli,Bengaluru - 560097.",B089QC43BB,India,unisex-adult,"Outshiny India Pvt. Ltd., No.17, Ganesh Nagar, 8th B Cross,Narayanappa Layout, Kodigehalli,Bengaluru - 560097.",,850 g,11.4 x 18.5 x 6.7 Centimeters,1.00 count,Anti-Theft Laptop Backpack,,,,,,,,,,,FUNBPKCBKWZ103023,"Backpack, USB Cable and Rain cover Bag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,https://www.amazon.in/Baggit-Womens-Sling-Bag-Small/dp/B0BWRZRVDL/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-162,Baggit Women's Sling Bag - Small,736,4.3,"2,723",30.48 x 7.62 x 24.13 cm; 400 Grams,24 February 2023,"Baggit India Pvt Ltd, Baggit India Pvt Ltd",B0BWRZRVDL,India,Womens,Baggit India Pvt Ltd,Baggit India Pvt Ltd,400 g,30.5 x 7.6 x 24.1 Centimeters,1.00 count,Sling Bag,,,,,,,,,,,2141899,Sling Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,https://www.amazon.in/Harissons-Office-Laptop-Backpacks-Women/dp/B09D3YYYNG/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-163,HARISSONS Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women 24 Ltrs with 2 Front Zippered Pockets & Spacious Large Compartments | External USB Gate for easy Charging,"1,504",4.1,273,17 x 44 x 32 cm; 590 Grams,19 August 2021,,B09D3YYYNG,India,unisex-adult,,,590 g,17 x 44 x 32 Centimeters,1 Count,,,,,,,,,,,,,,,,,,,,,,,,,,HB1207BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,https://www.amazon.in/DAHSHA-Bag-Business-Messenger-Shoulder/dp/B07GCLJTZF/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1692691065&sprefix=ba%2Caps%2C283&sr=8-164,DAHSHA Stylish Nylon Small Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),695,3.8,435,30 x 18 x 25 cm; 700 Grams,10 August 2018,DAHSHA Enterprise,B07GCLJTZF,India,Men,,,700 g,30 x 18 x 25 Centimeters,1.00 1,,,,,,,,,,,,Horizontal Bag,Messenger Bag,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,https://www.amazon.in/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-163,Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),994,4.1,402,33.02 x 19.05 x 46.99 cm; 400 Grams,28 January 2018,Wildcraft,B079DV66TY,India,,,,400 g,33 x 19 x 47 Centimeters,1 Count,Casual Backpack,,,,,,,,,,,11650-Green,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,https://www.amazon.in/Trunkit-Waterproof-Travelling-Trekking-Backpack/dp/B08GZB73RZ/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-164,Trunkit Waterproof Travelling Trekking Hiking Camping Bag Backpack Series 55 litres Mt Calling Rucksack with Rain Cover,559,4.0,"1,035",69 x 28 x 31 cm; 890 Grams,29 August 2020,Trunkit,B08GZB73RZ,India,unisex-adult,,,890 g,69 x 28 x 31 Centimeters,1 Count,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse- Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-165,F Gear String 11 Ltrs Nylon Black Gym Bag,190,4.0,591,32 x 2 x 43 cm; 100 Grams,1 October 2015,"Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590",B07PC28YQ9,India,Unisex-adult,"Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560154",,100 g,32 x 2 x 43 Centimeters,1 count,Drawstring Gym Bag,,,,,,,,,,,Uber007,Pack of 1 Gym Bag,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-166,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre College Bag,"1,409",4.2,"1,422",16.25 x 32.5 x 46.25 cm; 590 Grams,20 January 2021,"COSMUSBAGS PVT.LTD., 359,Ground Floor Abubakar Chawl Dharavi Main Road, Bagicha Compound, Dharavi Mumbai,400017 Mobile: +91 8767008844",B09HX54TGF,India,unisex-adult,"359,Ground Floor Abubakar Chawl Dharavi Main Road, Bagicha Compound, Dharavi Mumbai,400017 Mobile: +91 8767008844",,590 g,16.2 x 32.5 x 46.2 Centimeters,1.00 count,,,,,,,,,,,,,,,,,,,,,,,,,,40051141059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP08/dp/B07N8HR66T/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-167,Tommy Hilfiger Joshua Laptop Backpack,"2,149",4.1,574,35.56 x 81.28 x 116.84 cm; 640 Grams,30 January 2019,"Iff Overseas Pvt Ltd, Brand Concepts ltd, 140/2/2 Musakedi Square, Ring Road, Indore, MP, 452001",B07N8HR66T,India,Unisex-adult,"Brand Concepts Ltd 140/2/2, Ring Road Sqaure,, Musakhedi, Indore, Madhya Pradesh 452010","Brand Concepts ltd, 140/2/2 Musakedi Square, Ring Road, Indore, MP, 452001",640 g,35.6 x 81.3 x 116.8 Centimeters,2 Count,BACKPACK,,,,,,,,,,,TH/JOSHUALAP08,"1 Backpack, 1 Warranty Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,https://www.amazon.in/Waterproof-Capacity-Backpack-Teenage-Rucksack/dp/B0CDHD9BZD/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-168,"TEESTA Waterproof Travel Casual Large Capacity 17.5 Inch Backpack Teenage Girls Laptop Rucksack Fashion School Bag with Small Case for Men/Women/Student/Gym(Black,1-Pcs)","1,299",4.3,14,14 x 31 x 44 cm; 530 Grams,2 August 2023,"KRESHU IMPEX, KRESHU IMPEX",B0CDHD9BZD,India,Unisex-adult,KRESHU IMPEX,KRESHU IMPEX,530 g,14 x 31 x 44 Centimeters,1.00 count,Casual Bagpacks,,,,,,,,,,,TEESTA-BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-169,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,749,4.0,"6,454",30 x 40 x 2 cm; 499 Grams,20 April 2021,Texcoco Enterprices,B09321GJXZ,India,,"Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)","Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)",499 g,30 x 40 x 2 Centimeters,1 count,Laptop Briefcase,,,,,,,,,,,Mystic,,,Bennett,Mystic,"Laptop Compartment, Waterproof",Laptop Briefcase,No,Nylon,,,,,,,,No,,,,,,,,,,,1,,,,,,,Laptop,,,,,,,,,,,,
167,https://www.amazon.in/American-Tourister-Harp-Duffle-Grey/dp/B0BTHP5LS1/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-170,American Tourister Harp Duffle Bag 52 CM Grey,"1,199",3.8,22,52 x 29 x 26 cm; 1.5 Kilograms,31 January 2023,"Lanway, China",B0BTHP5LS1,China,Unisex,India,China,1 kg 500 g,52 x 29 x 26 Centimeters,,Luggage- Garment Bag,,,,,,,,,,,LL9 (0) 08 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3J9J9CK/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-173,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"1,099",4.1,"7,018",25 x 10 x 24 cm; 350 Grams,6 July 2022,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",B0B3J9J9CK,India,Womens,"Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093","Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",350 g,25 x 10 x 24 Centimeters,,Ushawu Small Satchel,,,,,,,,,,,HMGJ835296N2,Handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,https://www.amazon.in/Zebronics-Techshield-Compartment-15-6-inch-Polyester/dp/B0C6QTMYFG/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-174,"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",634,5.0,4,34 x 12 x 41 cm; 500 Grams,31 May 2023,Zebronics India Private Limited,B0C6QTMYFG,India,,Zebronics India Private Limited,,500 g,34 x 12 x 41 Centimeters,1 Count,"Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",,,,,,,,,,,,Bag - 1 unit,,ZEBRONICS,,,,,,,Black,41 Centimeters,12 Centimeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,https://www.amazon.in/Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-175,Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan),"1,189",3.5,25,19 x 33 x 49.5 cm; 650 Grams,31 January 2023,"Gear Merchandise Pvt Ltd, Gear Merchandise Pvt Ltd, E/12 West Chowbaga, Gulshan Colony, Kolkata 700100",B0BTJ2T26W,India,Unisex-adult,930403366,,650 g,19 x 33 x 49.5 Centimeters,1 Count,"BAGS, BACKPACK,LAPTOP BACKPACK",,,,,,,,,,,LBPCBLDKR0519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,https://www.amazon.in/LAPTOP-INCHES-BACKPACK-MULTI-COLOURED-BLACK/dp/B0CCMTX7JG/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-176,LAPTOP BAG 20 INCHES | LAPTOP BACKPACK | MULTI-COLOURED LAPTOP BACKPACK,315,,,15 x 30 x 50 cm; 400 Grams,23 July 2023,M.J TRADERS,B0CCMTX7JG,India,Mens,M.J TRADERS,,400 g,15 x 30 x 50 Centimeters,1.00 count,,,,,,,,,,,,,,,,,,,,,,,,,,MJLP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR1C59R8/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1692691126&sprefix=ba%2Caps%2C283&sr=8-177,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","1,900",4.5,78,15 x 27.5 x 47 cm; 420 Grams,24 December 2022,"Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",B0BR1C59R8,India,Unisex-adult,Acefour Accessories Pvt. Ltd.,,420 g,15 x 27.5 x 47 Centimeters,1.00 count,,,,,,,,,,,,2900EBP2BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
